sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51,sensor_52,sensor_53,sensor_54,sensor_55,sensor_56,sensor_57,sensor_58,sensor_59,sensor_60,sensor_61,sensor_62,sensor_63,sensor_64,sensor_65,sensor_66,sensor_67,sensor_68,sensor_69,sensor_70,sensor_71,sensor_72,sensor_73,sensor_74,sensor_75,sensor_76,sensor_77,sensor_78,sensor_79,sensor_80,sensor_81,sensor_82,sensor_83,sensor_84,sensor_85,sensor_86,sensor_87,sensor_88,sensor_89,sensor_90,sensor_91,sensor_92,sensor_93,sensor_94,sensor_95,sensor_96,sensor_97,sensor_98,sensor_99,sensor_100,sensor_101,sensor_102,sensor_103,sensor_104,sensor_105,sensor_106,sensor_107,sensor_108,sensor_109,sensor_110,sensor_111,sensor_112,sensor_113,sensor_114,sensor_115,sensor_116,sensor_117,sensor_118,sensor_119,sensor_120,sensor_121,sensor_122,sensor_123,sensor_124,sensor_125,sensor_126,sensor_127,sensor_128,sensor_129,sensor_130,sensor_131,sensor_132,sensor_133,sensor_134,sensor_135,sensor_136,sensor_137,sensor_138,sensor_139,sensor_140,sensor_141,sensor_142,sensor_143,sensor_144,sensor_145,sensor_146,sensor_147,sensor_148,sensor_149,sensor_150,sensor_151,sensor_152,sensor_153,sensor_154,sensor_155,sensor_156,sensor_157,sensor_158,sensor_159,sensor_160,sensor_161,sensor_162,sensor_163,sensor_164,sensor_165,sensor_166,sensor_167,sensor_168,sensor_169,sensor_170,sensor_171,sensor_172,status,id,site,repair_cost
0,136003868.336151,16421285.5390907,1659488.10568626,Off,228607743.218038,-116.964888519078,NaN,-1243.09194719098,-274380.348803994,-3829.90262138927,0,NaN,0,0,-19794.6390817588,0,185176146298.273,29203132.2145501,5057803.04297033,fault_code_PS9QQ,-3873.47328446753,11306675400.3148,5896769.54912937,309162.704887537,-5056.82373553452,145000426.459945,-199698.61141136,-43702.3575131517,0,NaN,54.7429892120716,52013295.4937186,NaN,12831142234.8044,-102500.749101512,-7131.54941132519,0,0,3876558.17183412,-0.940062295886616,6640450.80816936,-33124.0216368517,0,NaN,0,-13326.321531346,4936018.53540945,0,0,0,-2734.26589809223,52167657.5104,806211165.064013,-22577.1385679557,20108.6998994792,2971452.93153073,-2573149.41411459,600889.478268357,-15805.1572902397,-474.364557729794,-960889.684331084,-5127.92255639259,-2.30232486687998,27440.248363024,-9568.62232834221,2935.06992717486,437964217.966249,121322.075341089,-1404279.83450273,NaN,-395534.464374877,0,NaN,0,NaN,20393.4507953149,7445948758.13976,-1706837.46877875,298.36353152823,1125507.53520287,129487012.826125,-290174.032537235,NaN,-35790.4495554172,20889416.2059597,5852309.66889043,19742054.6217762,0,-8630589.37574875,0,146676.7768295,57176479.7713729,-16311.8007331894,0,18270.1003694507,op_mode_103,554723374.871305,16724712.5431457,55570189.1603415,62885974.6155554,9398245.47496905,1528941.80234464,403376896.148426,0,-83645.2545312102,23457.1517011594,-44837.7905370985,0,7583311909.90447,NaN,-6759.41864883481,0,23222059.3958326,-7135945.92857546,403443245.50384,NaN,0,-304.003107582486,-188.769601600888,0,1535620792.94643,236393.428823987,-8072.40072424275,18710057.0794873,-4697.80339507022,0,0,17.4302514491403,-2830098.66252633,-228824.145328487,-406975.4614901,0,0,NaN,-87.6205666223498,2395255537.45021,6206277.08697952,7611494.85941966,-1207437.66037593,1168.86720882071,16338366.5428646,-80224.8481869441,NaN,220176.299246156,Off,0,-165852.606544289,NaN,-10.2630299735472,0,NaN,Off,0,0,0,-534661.863986546,NaN,0,NaN,0,-411564.473816964,-169595.988450645,-2109.21088881928,807.250442982191,0,214717.315391899,1257531.09578938,0,0,0,926973712.711668,failure,6638,214,1611
0,221574215.565366,4334340.91009551,NaN,Off,NaN,3094.11446873551,-361.999808806009,0,56434356.3663202,-158.492807326551,0,0,0,-0.103062704818043,-18.7650566925602,0,-65408.9673150144,-66240.8960022826,-8149.3482404788,fault_code_WW85G,-0.0333059117303884,-3396.2921278591,160070007.843055,340307.980180453,-43.8357382003427,408719859.423335,-16235.988586593,1833131994.71482,0,NaN,0,0,NaN,313534639.218265,NaN,0,0,0,NaN,0,-4623.00057173655,39538674.5471803,0,NaN,0,2119190.26179159,-4082.83773783022,16604909.6744858,-2.35661326167112,0,-246.674812856192,859599.479387222,955328.289160843,-8901.69213696502,-24.7430778688817,3360266.83276677,-21212.9603717062,3082101.27550506,-80.4702545082357,-1160.47456833859,-4435.57320983658,-122.007140795299,788.055524546534,0,NaN,-8.70781541793881,-5306.54610556308,6812713.92620119,-45000.6127018169,NaN,41598297.1684133,0,NaN,0,NaN,0,-7999.67620146599,232734608.620842,0,52.1988629614936,26513.7575067094,-63.9462094751776,NaN,343060.108417593,0,-20414.6961756002,-105996.584038246,0,-69631.2981902458,0,0,NaN,4806333.58792454,0,0,op_mode_62,-65.4467169605733,174224714.203827,1969548.23259874,2210283.68178234,317171.163734114,59650305.5247907,-21160.5501767038,199.112283237634,0,3896274.32585222,-2157.87939762581,0,-82689.3419215871,NaN,-1231.93265329344,NaN,NaN,-14177.6044911566,-333.518078635566,NaN,0,0,-107.544961030114,0,-93109.0455853223,NaN,0,191834.83130953,-341.104907289036,0,0,2.30090133800784,52658.6244324038,-27519.5079647773,84404.6518493171,0,11183.920527448,NaN,0,-138.541426051485,-11.2953377757725,195232.825264355,334880.023820106,3486.20979886683,92017895.1275527,-1733.23096015992,0,-10.9391081149951,Off,-14930.8558258474,-21429.020105577,NaN,0,-8.93564814670665,NaN,Off,59.7958118285433,0,0,1237463.07547421,NaN,38083.977842834,0,0,-12793.3629048092,0,222.775670729525,0,0,-2.997747954869,-59.4938413417629,0,0,-11939.6237503863,-934.729916970222,failure,7858,217,1218
0,-4761282.17620353,-475850.604200745,-36801.0558431747,Off,-1312.09352683142,140215.264738236,-962.56486258423,11655244253.2901,-972167.206764096,-18353.8013525762,0,NaN,0,0,0,-1.98779244371172,1337080102.68847,4971994129.46964,35865795.0403231,fault_code_VQLDH,14714.2209571554,-1182989.90564216,-26.8220766550268,21987.8309095438,22445983.6829425,-33452.8714810837,6385881.47127635,699938912.231621,0,NaN,-1761.80617261512,-1475197.78972255,NaN,-159854.978468526,-14528.1977952384,21297978.4034911,0,0,510665268.327101,0,997695561.173838,102664723.667108,0,NaN,0,607874.637165484,-31.1207111437037,0,-162.701571670424,769746960.936739,0,-191.223950979089,17139444.5930045,868190976.499519,-167.224597826764,-7389.9151290776,244880685.217479,-21937.028988935,112004.020063707,79.1627445960349,242954.890929545,-180.151471128131,-1.27130719199354,-552.15058139475,89576224.6272997,42044761.1033304,-370632.409816245,-519.246456124309,-284982.721195589,NaN,32237936.2043208,-7.53644116867198,NaN,0,NaN,8730132.27429854,-1468.6570823429,156534181.318159,0,-736.024532832089,8682915393.82336,-129444.663488691,NaN,4113311.67895392,-868.05068154303,-76.5324845864506,-8432491.495248,-4445.40644199528,27732748229.8286,0,0,-772.161570522721,555616.638692584,0,625701.820406944,op_mode_132,470795771.376577,-2819375.1833575,74080746.6508491,14044899.1745485,59889911.4257049,-35240.5176029938,-1462431.16911405,-2.56236356237471,47113.0959362374,0,-520352.524932233,0,-11845399.9997386,NaN,8925463.35591699,NaN,-35705.8824726532,-102135.809905894,454166946.894462,NaN,26.3825596084734,0,-254.351692177388,0,84808160566.309,-24313.3668148491,2163357297.53108,-632.878025470955,68709113.4660915,0,0,14.8001840932999,-2173969.57150338,-6031203.37970698,-6831566.68562906,54795423.714958,-783.827697076688,NaN,-19.4031501917021,1547495726.59988,5665885.35504079,-623126.785181696,636914.130086046,8486.07748587594,1819257831.45486,3802524430.07994,0,-582.015057988707,Off,0,158914494.784861,NaN,0,0,NaN,Off,-555.914336169375,0,0,8213102.95108243,NaN,-7859.73213562566,0,0,669848877.574734,-1678.06927796381,31134.9748300504,-14.9336416439084,0,454737691.095123,-106.455890402696,821376.784949311,0,0,6924789706.72059,failure,6764,218,1586
0,4662747314.27027,-575330.882658916,-15992.529709086,Off,-4189.93598954281,13099153.0089128,126630038.742671,0,79344853997.3934,22792.6600411419,132516200.042746,NaN,0,3.15394462636888,-17636.544939395,0,-1987986.19490591,1958827568.6396,6525535.58757299,fault_code_WIHNS,-4.82837043133458,324568941.290117,-784365.888397849,-218113.183193967,-17695.9446030205,405887.779537361,21220557814.272,-30619.9626490233,0,NaN,0,0,NaN,-1558635.86642634,342454.645581656,24081943.5825038,0,0,22236469.7329511,0,468364088.32558,1107917.47352764,0,NaN,0,205018.252740634,498309666.845481,0,-219.052059848797,-424833.142615121,30057786.4478361,-15751.5246161655,-349611.941714929,48748011.2793937,-372.883446172687,1756555690.1544,1003875429.43729,-2192.79912739749,92329135.9551713,-1030.95355509445,-228752.692728757,-5033.84300483449,690.265987838155,26781.599211645,465989.279391017,-896.047872210003,-136354.27976852,-5229.00772967313,40861363828.9722,NaN,2824769880.07137,0,NaN,0,NaN,0,-154881.452376564,776482361.370952,0,25413426.6040424,14082225.2495051,-122.24277980095,NaN,31549954.3457066,0,6267564508.41539,9534662649.96831,0,378252918887.622,55101876.7076504,0,-29211.9185505836,48608892.4258914,106647649.182985,0,op_mode_80,3632587758.68674,-2185562.32652335,-280843.967143406,2297750184.19529,126758279.968795,364081179.341129,5932278348.01361,-121.97845429024,-289.209969842455,2414366.81593744,912093111.383546,0,-836963.318153159,NaN,34480576.2837432,-9.22337203685242e+18,172417.625838732,50438078.097703,-158350.480723272,NaN,0,-2099.97902824484,-874.950010552142,855248218.403664,-7312459.87186871,31060537.2498849,0,78864735.5937969,-1705.93163082001,0,0,15.7861769179035,-958748.498409072,180920252.704807,100549300.801903,-18.2045685267047,-1598.0511104889,NaN,-0.500679470025649,-567869.678907359,21363.4329121066,-26873.3365183514,-118240.751142462,-247.588863995556,-392120.848138319,-53045.1219876314,NaN,-505.018574387623,Off,0,9112415880.45928,NaN,0,80703142.1777164,NaN,Off,664.958108301804,9975863.60581818,0,-594497.736170836,NaN,-571.306155306281,0,0,-1356880.54578298,0,-123.433401608619,0,0,11086628.695789,51775998.7894296,0,0,7374044719.99284,-1814248.06263174,failure,4093,222,1206
0,3752847760.7208,-4.26164216448452,-8032.16258546953,Off,595915740.468761,-1163.93783568972,NaN,0,59051860.119264,35854223.943569,0,NaN,0,19462.1130784558,0,0,8809892355.05199,-7197228.22380037,151783.866484022,fault_code_K051L,-3023.14886200929,9603601.05525967,11925.2063069779,1434.20622396054,9220.81708888899,37019930.1345529,-1250.75234220926,-22251.254527501,0,0,0,0,0,143579463265.378,466441462.839338,0,0,0,-1841.906514064,0,32393.4593392977,856.606213551159,0,0,0,-50740.9940746226,308199993.612925,0,-5.92543456346117,0,0,-433.419784914326,-25.4428987120351,-1041.00622012766,32105543.7635353,938238.826168293,-4715721.71247717,10883.6639828259,1581.65098465544,-1010.25357989765,-110.40501599271,-1.33737151022933,-64.4472678885065,5687.79507137957,8507237.88261218,26637.2711475098,7987769.22168892,-9.26367207810478,-2209853.91929895,2580.32724366381,15956275378.8626,0,0,0,0,0,0,34261.5776169617,0,19558.2606549282,4684577045.33965,58645.2520127864,0,285182905.710569,-1.05062562416514,0,93132381064.8036,0,3165530056.33429,0,-591.783727626001,-76527.7303919253,-6352.84968904047,14514405.1023924,0,op_mode_131,7080037.363056,-311.183311666993,76995.9361119804,9632.85515836109,-77680.4591236437,310.999689076352,445184.233353216,-15.6364457338932,-17549.889099759,-2.19313943386141,-37.9374762339077,0,-8387.32618190107,0,-42.4875376827027,0,-9900.82896510245,-1774.5696550074,-396093.74077146,0,8201.72922355705,0,-855.254432853362,0,-11447519.3025846,572784.331760844,0,335681.604858752,-103429.234196914,-23196.3361215516,0,15.4711091669051,-380.687348716594,-38.1658387271643,2016604.17953591,0,1223829.82757736,0,-0.0199279565493383,-10.0534991689621,-7.22048826858734,-80.7785543060586,-200049.265689134,126384.492931132,172328.63014044,231641816.017671,0,-353.121056520192,Off,0,-506151.831729951,0,0,-109.800592222394,0,Off,2910.4437129301,453102.194626608,0,-807.323910334027,0,6510.40834403801,NaN,0,-0.103929822874874,0,-357.567615013901,0,0,-82.2272748756291,0,0,0,-82805.6908088352,3081008.07255787,failure,6682,224,1697
NaN,-26754.0736495577,-219988.846526848,-17704.9776158003,Off,-2016.20877526576,185265.658962931,NaN,0,2488072511.78033,NaN,0,NaN,0,NaN,67516919.6830527,0,-7421232.96217018,-320785.716276619,2094095588.30009,fault_code_GGE73,2508.59516204357,-96907.4247451738,-38831.5615609303,NaN,NaN,-3903.14291715198,NaN,241440.296989191,0,NaN,0,0,NaN,7044411224.46533,-27635.4033224749,39039.7853489752,NaN,NaN,181131152.521181,0,-24962.0492400728,103688227.045426,NaN,NaN,NaN,387664562.418106,-838981.971874135,NaN,NaN,NaN,-25950.6027018423,NaN,103639727.486812,4890739.45679534,NaN,-110573.772403309,1649007551.16645,4925528.09214683,472408.645531422,-372.032908332047,-88870.9202877896,5086.99571880119,NaN,3595372.21229461,797435387.715391,141102.30702223,-33922.2945196435,-2133.01306232829,-472344.110288637,NaN,444506215.985988,16447.7321640781,NaN,NaN,NaN,0,-9300.97992923061,37015402.176197,0,-3011.72510973733,426600241.915578,-68328.281253365,NaN,-3654.10939256369,434678.546722523,-218178.608005614,-2424502.00251637,0,NaN,0,0,127013.251900906,-38131.4533819185,NaN,0,op_mode_130,-108713.839373628,-245469.583850434,1117162665.47483,31538011.4238837,4523834.3256259,2861133632.58581,54131991.8987291,-24.0591482668044,0,35297201.7918502,4588371.16764516,0,NaN,NaN,3801176.09631942,0,-6941.02434162066,-574681.213236412,226669880.516335,NaN,NaN,-46.3737445463642,NaN,NaN,-462291.735001326,13246503.3092345,0,NaN,-4691.63916530262,NaN,NaN,16.4822565580152,-225684.125403872,-342271.723127891,-759048.849231001,NaN,3709482.49215375,NaN,NaN,-63493.9834500263,24031263.1653653,986192019.28933,51383013.3746761,NaN,-90990.1931931332,-151130.849594726,NaN,NaN,Off,NaN,706713883.598465,NaN,0,-7918.83919539317,NaN,Off,NaN,NaN,NaN,24238609.0141915,NaN,NaN,NaN,NaN,-146344.839569168,0,-46.0540293722904,2754.84507944889,NaN,56387.6366066337,11599.7064481128,0,0,0,-62613.015500368,failure,2575,227,1537
0,84550546825.8716,67381178.1892057,4167769.95916848,Off,176025067.238109,NaN,NaN,0,4022124596.54152,980139770.756309,-187.817016837421,0,0,4178.44891742546,-530647.217399564,-26.1070843250076,10467587193.293,34547862.2325886,-99130.6494962299,fault_code_MA6FS,-649176.355637207,-869080.735813037,-61744.9867738173,1121586.75989818,-1296.36305890178,1653344.50938289,2389513499.98483,-125060.249446152,0,NaN,0,0,-57395.1930901157,-1351297.59506922,1849991.10447549,-307.597445925012,0,0,-2353.53210448561,-1582514.67526618,-47497.9295255814,8589934.15604426,NaN,11273531.9132613,NaN,185715188.128016,1844286355.94204,NaN,-2407.38817448368,0,-39550.0618088952,-5358.76150888521,20405581.7836192,-268280.444558055,-1129.78997165566,-16139.7380525849,-543809.229761106,6703009.53392791,5918415.02602361,-1050.16844050683,1146812508.24101,-14997.9321685928,-107.409593300636,-82716.5319853079,832560.036702907,-53.4396861744506,-766175.64425677,881293.149144947,193695909.235172,0,-81156.025992056,-1.54034457754489,NaN,0,-121.735420303173,0,5917820077.56122,1308161174.86857,-0.0287498750474982,83851.6827291272,-1015678.85994502,-995541.739892328,0,77848.2879951351,883427.336167787,-614080.542207367,-5363744.12553676,0,NaN,-15281.0916549538,782.185922956231,85071575.4506922,8997370.56155833,NaN,0,op_mode_17,542226944.475041,-2455596.29396624,342679.664708903,-131719.448211349,32845348.3049595,1466483970.81751,5401204548.44116,-746.782151526439,849802.039801564,991617188.019002,2230029.37893187,-25591.0068449075,2682857.50147601,5982474.34670321,-141784.840571133,0,28344503.6509043,6837400.51916717,35798446.2873289,-4053338.97652232,476855.169158104,3619799107.70903,103157.051988209,0,-437411.65612531,455947543.018883,0,-303.359101828186,486792072.673823,-88539.5091893512,NaN,16.8868897194863,-35822.1788136583,-621407.72806504,-897263.569759514,0,9400.96266394509,0,0,-110997.060146868,-1457.1240658572,-426224.531487634,496939279.896402,5276596.68929351,14289027307.7512,681803973.704544,NaN,127736.273315823,Off,NaN,-2199794.64108514,12564.9740487805,0,-501644.712612727,0,Off,NaN,NaN,0,69362022.9397528,-1945347.11017724,44823059.7835777,NaN,0,21218220318.1107,3202285.99941816,-91.9219576996428,-74791.839896989,NaN,143731173.833316,-1597.07962296993,0,0,-86344.9209694063,3249849.88875376,failure,4137,227,1611
0,15706138632.9845,-1255632.14997049,568122600.31566,Off,3456632.77291401,590858.695868131,-2358.10691027745,0,-2970766.52482283,2004029891.71833,0,NaN,0,0,6493623120.08573,-3.56316256783676,-412141.155034485,177985709.648615,15756245.9100284,fault_code_SKWTZ,-0.331267181094863,-44729.3482212896,1343598049.74223,-29836.9497196658,427841.197234318,-18951.5074188975,-614082.923091931,-86757.5277983997,0,NaN,0,0,NaN,919335875.103404,5761709.75589464,0,0,0,-29389.4253236443,0,-195433.781550001,-137555.088939201,0,NaN,0,5250623980.70393,-324679.344121194,0,-8.71299253507564,0,-113349.561236428,188521.548384087,-50243.495624733,4610175964.93649,-19.0370377379529,3909571.89808195,-145876.040585278,-868.255218060853,121947458.571972,-952.489690272982,2045636925.19852,-849.758335133668,-237.668379280153,27706.1877387309,-64193.9825118713,-148.421485512419,-43806.5408009666,39705875.5550734,930839336.231923,NaN,60947644.7252178,0,NaN,0,NaN,0,6168353.28855223,434867919.11779,0,6671670.85070436,-21202.0563081678,-579799.344082973,NaN,-13735.9622122592,-447.217126991918,-426165.392203071,2848109720.92732,0,3447100094.80338,5740667.78427381,0,559225712.654782,-2704.06303852886,0,0,op_mode_144,1557608600.4104,-880583.652966215,1679245958.43946,15404934.9679039,200927670.387722,10027294.7711005,656221891.379375,33142.2258831772,0,-44404.4168458326,-34255.9900943804,0,-4734753.97425031,NaN,-66291.3615234883,NaN,121636189.584095,-132283.301099564,463496.430904883,NaN,0,-12935.6074991957,-3465.46067850815,0,-887672.075550471,-9896.53139771209,0,41374920.7903328,130603328.905248,0,0,16.9237677924843,19256137.1387258,7629659281.51365,-1399598.62755242,0,9876331.6773794,NaN,0,91856131.6950172,-492.246967805908,5316994.96829901,7167467.60270255,7310.95127516085,59411884.396633,-161608.661531167,NaN,2080.18822744297,Off,0,-1233330.18613314,NaN,0,-1668.5752180115,NaN,Off,-22.8614828390195,0,0,-132936.146635412,NaN,-38.894250851226,0,0,-64329.1297630548,-444.711923485549,-313.508446882764,14336.9069431944,0,-408.12612168709,15160.819805399,-0.184257750716585,0,0,1308343.94861006,failure,5058,227,1709
0,0,0,329681558.835269,Off,413703648.576172,0,-12208.0562548303,0,50559773.4973467,-31703.2053299802,0,NaN,0,0,0,0,422785040.77257,10111849967.2043,0,fault_code_26HXZ,0,0,0,-94491.9552387666,-11917.9440720813,1842760597.84547,11894325146.1976,1085686.97170525,0,NaN,0,0,NaN,529496424.220735,527658406.448245,0,0,0,-10847.8439966037,0,0,0,0,NaN,0,53921381.6482522,132241668.223207,0,0,0,0,31400080.8282328,0,0,-115.427262315207,-9582.25279926853,-352527.792724495,0,0,-17.0363394046968,0,0,301520.456282112,0,-8022.10304543051,0,0,0,413101942.330158,NaN,-51243.3374695951,1308.00900570862,NaN,0,NaN,0,0,0,0,0,-32584.4938859837,0,NaN,0,0,0,-2535902.509642,0,4885875248.85867,0,7151521.75575282,-3654.97396454741,12332296.6461672,0,0,op_mode_122,0,0,0,0,62035207.212961,0,0,0,70286.0716776181,0,0,0,-499109.745478718,NaN,0,0,12533.2989592425,0,56157520.9868799,NaN,0,0,-5072.84837707526,0,-1.18099386529711,1670470.42868261,0,-27937.7559852752,-20685.1442500946,0,0,16.2349905848372,0,0,13232433674.7623,0,0,NaN,593.992434052817,0,0,0,-53943.2884987749,-12.6180794675831,0,8185009820.63118,NaN,-23.2953068845884,Off,0,31406093123.1567,NaN,0,0,NaN,Off,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,failure,9890,227,1464
NaN,3262114503.75395,12613506.2086362,5079372.63664403,Off,-2860.17566509585,NaN,-617.18707433364,0,45214589315.8446,NaN,0,0,0,NaN,-965562.305077668,0,-2072674.98504797,37350905945.5327,1220016320.46756,fault_code_R3769,-0.0213870745243511,-603735.639127978,579735384.041365,NaN,NaN,37898187.7905945,NaN,23284893.1919492,0,NaN,0,0,NaN,-830111.391563898,265644.449024735,-109.529476759574,NaN,NaN,9463848.04094026,0,147440078.832401,-89789.8139610778,NaN,NaN,NaN,120258779.598348,254141459.978533,NaN,NaN,NaN,-2021067.81128468,NaN,773886313.677809,6401957.69517105,NaN,5612859.51735722,14162965.8431745,-7887.86939034036,-866.520316696462,-1007.36736632653,-111104.389980405,-14532.1385465156,NaN,-65.3563756175296,15481480.1684535,3050348.16399401,1126591671.39332,421.888951241982,49625307.4427687,NaN,-1608171.68915887,0,NaN,NaN,NaN,0,395491467.70135,-1783367.52446335,0,153090.287059591,-389343.65130332,26879115.7151597,NaN,16352065.9523694,0,-488420.041857919,-434967.038585507,0,NaN,252346906.133021,0,399937790.901236,-9416.61343425955,NaN,0,op_mode_149,-55404.8010071753,92353364.0943153,21938295.9759113,-25458.6295422626,27113113.9974863,101555625.535471,24739830.8297226,NaN,-11443.4565482736,1047670.91045107,572271677.922157,-15454.052555871,NaN,NaN,-127896.313389403,NaN,-30984.757626357,-405898.372921271,-465379.009084988,NaN,NaN,1822334932.06533,NaN,NaN,134676905.477195,-31108.2152925727,0,NaN,-23675.5122714678,NaN,NaN,6.67513379257031,11423562.8211298,132864430163.462,-7787612.53556807,NaN,NaN,NaN,NaN,-179431.686225419,444034617.759505,-179918.743736692,145059104.618306,NaN,16099665885.3719,-343724.023422213,0,NaN,Off,NaN,-122407.610210869,NaN,0,677440.716195032,NaN,Off,NaN,NaN,NaN,22626126297.4234,NaN,NaN,0,NaN,91239714.971343,55845798.5615072,NaN,0,NaN,6755085.70106213,-8632.52249623093,0,0,9629465381.8836,-3963923.27991346,failure,10387,230,1488
NaN,96680969.2433319,377031593.505931,-22333.8226575801,Off,103285022.841547,6.54619882753291,NaN,0,-2285675.77819716,NaN,11831184.912169,0,0,NaN,-161452.252847808,0,10655117.7731613,-4716583.99519078,2861714524.64619,fault_code_MS3BF,34473.3065213762,11361051.2140552,-630799.423539029,NaN,NaN,1339092353.42564,NaN,-146009.157171227,0,NaN,0,0,-3190.74166652958,-279568.270275797,263623739.624019,-337.484661610233,NaN,NaN,-25688.7744653276,350.085472461979,69328105.4388392,33817112.9526413,NaN,-1021645.88997352,NaN,11661946.6244482,-1488820.59292481,NaN,NaN,NaN,4658505141.65466,NaN,428868820.058474,-150600.56562505,NaN,-210757.85827571,-2663280.2432568,-38470.7354456827,56472843.0962069,-301.630878293029,-203462.414822216,-4874.0031509845,NaN,144525.146524061,-41559.8795138565,-1302.38957329481,-1112077.25118871,-2829.54835297796,249164403.993091,NaN,-1133981.50801077,0,NaN,NaN,2748093.18497023,0,-1494505.12408554,-237780.377769221,0,-5940.66463391201,3050767.36789951,86951068.6527879,NaN,-5657.9656085202,0,48248114278.3422,17063026861.3496,0,NaN,10657523.021314,0,614199303.448624,4862542.36646164,NaN,0,op_mode_132,61421694.3136089,874874073.105544,-1619405.47996997,-71715.3885045898,82381273.7310741,209001270.440261,-4063981.46095076,-7949.56893483325,6391481.98071479,8947268.08802531,5823900380.74944,0,NaN,-3046.84904184567,-18098.7938992738,NaN,-80409.1228011176,63597840378.558,-1421114.54044424,-10869716.02235,NaN,7589894.54238097,NaN,NaN,266828551014.48,-39896.634001886,0,NaN,197117.575434507,NaN,NaN,6.82098455594934,716562325.983259,-8494212.83548847,-9280558.88322222,NaN,NaN,0,NaN,49992181.5725052,-74170.3086905447,4423081766.7879,-461244.996996587,NaN,2849584760.42452,35319634704.3935,0,NaN,Off,NaN,-167558.461252528,56.4856957503353,-0.175399869995523,182.817547787181,0,Off,NaN,NaN,NaN,1183896.38160227,-1187568.06846946,NaN,NaN,NaN,-336999.412729397,6527255.02847931,0,19501.8639210773,NaN,134417470.527334,-34884.2640996634,33488.2491713896,0,0,3017734331.09975,failure,11031,230,1721
NaN,4218249606.7574,-15959.9947977455,-84442.0536968399,Off,167480690.284228,-0.0638340721723999,NaN,0,17517849686.9672,NaN,0,0,0,NaN,0,0,2235672635.18871,-2222370.87622162,-1520.59766296862,fault_code_SK9V8,-0.307056904498623,4239120284.81931,709.120387459603,NaN,NaN,102377125.4429,NaN,84043772.9614053,0,NaN,0,491460.889412034,NaN,44840895546.4361,-55400.3998400367,1442163.87432981,NaN,NaN,-85561.8133652277,0,-32739.8046141335,-2015.65272370578,NaN,NaN,NaN,38402.354145264,358155.985509585,NaN,NaN,NaN,0,NaN,30351823.3168844,-31519.4183915979,NaN,-32338.6157605404,20375338196.0837,-16116.4493391758,-2442.23876811963,-618.259979921749,-18.8609089044614,248105325.768725,NaN,-445.063180161136,2814573.8386812,28762.1662178846,-23517.3171148353,67226.4562207809,1601790802.08747,NaN,-3554011.92426723,581.284373455631,NaN,NaN,NaN,0,0,1738710.58888487,0,-352.164975425118,81303944083.1055,165096.920216708,NaN,2709664.96499526,8640.89487351851,0,-2129021.7026654,0,NaN,0,917187.280226733,415218.071498853,6712518.98680441,NaN,0,op_mode_45,-32614.0390754994,496259134.495772,155083519.219193,-5776.13531959804,-1901.95945267105,-177174.800952381,-120922.138861207,-481.306644303982,-182338.827496244,1004876.58261482,-5625.98582221172,0,NaN,NaN,-70800.2653759738,NaN,37751992.3759755,-307.311177687204,-502756.075677962,NaN,NaN,0,NaN,NaN,-507217.248112893,616095225.065491,-866264.820830547,NaN,6074.94671444197,NaN,NaN,11.9615308434909,2151543459.32635,-9830.68200316922,49955270099.4865,NaN,NaN,NaN,NaN,-74093.3206563875,-1590.78056254071,-73011.5788945056,20601780.6077908,NaN,9317314518.11201,30406311731.4831,0,NaN,Off,NaN,16364812615.7269,NaN,0,69556.7972491069,NaN,Off,NaN,NaN,NaN,3884300.01068189,NaN,NaN,NaN,NaN,6372418.0346718,1678053.96878122,0,-437.013801801647,NaN,99843629.3401107,42360.144679223,-77.3768766947093,0,0,-335481.297062267,failure,8419,232,1243
