sensor_8,sensor_21,sensor_87,sensor_97,sensor_140,sensor_167,status
-11840.673892566,fault_code_0PHGS,-2806.80083435159,op_mode_43,-47038.1878549774,-105.087693007183,no_failure
-1606.13286253201,fault_code_IMR52,5358401.45293759,op_mode_127,1456569.37367745,1410.30961186485,no_failure
-600.380147396474,fault_code_WQHCB,6940185.07831828,op_mode_15,534012330.666617,10533139.7979009,no_failure
1523364.52323882,fault_code_VIYAO,1308857.37053323,op_mode_138,-8373.61954684371,-4399.67649006069,no_failure
-641.966728198769,fault_code_LT1Z0,-159.736042828356,op_mode_71,-1204.25984354691,-210.703282894225,no_failure
-8612.95681164049,fault_code_ML7TA,956.997558263713,op_mode_77,-179742.554920865,484232.278820539,no_failure
-1063.42085682102,fault_code_983JT,76345.1319214353,op_mode_150,6440569.3244776,-1186.66555617641,no_failure
9931668.95917682,fault_code_WZA1C,-3796.81152691439,op_mode_127,-27225.2879876576,188027.133807153,no_failure
-49.9682498817747,fault_code_RBJH5,2105.68504392437,op_mode_136,-785.371112838192,-24.3400847961551,no_failure
6743.94858834559,fault_code_IWJ3Q,6718910.81959114,op_mode_130,14168255.7465834,12632.1257324311,no_failure
85642.301211671,fault_code_FUMXE,1468350.37531401,op_mode_39,-52976.6900390376,-418.595974627089,no_failure
-1385.61831754806,fault_code_SKWTZ,3767.43616157352,op_mode_127,-52379.3276901374,-165.692797559488,no_failure
-2260.75227256798,fault_code_IGEMC,-136.765131011775,op_mode_136,56776204.2145654,-6946.61454368018,no_failure
9326.17282264162,fault_code_3CEGM,-449.50533373831,op_mode_15,3507672.66899887,-3244.29568285544,no_failure
-55.3499999451084,fault_code_7IS3K,-394.701721848215,op_mode_2,-214.001141438974,45097.2690519624,no_failure
521972.690051987,fault_code_0QR9P,-786.113775132569,op_mode_136,3136988.50222725,-43.0561457655089,no_failure
23247322.6022397,fault_code_ICSYY,-1284.87673932521,op_mode_27,252719.237880223,96049.2522417461,no_failure
-2654.27714893371,fault_code_EMS52,20335099.7367528,op_mode_115,-24175.8182405044,-1626.21302281813,no_failure
16536645.334927,fault_code_FUMXE,1788.99881542604,op_mode_15,-68282.5177235996,-8690.57061262279,no_failure
-53.5398664633307,fault_code_Y8TPP,-78.0804000521924,op_mode_128,7397588.8396927,-2549.51841312356,no_failure
809.362057733935,fault_code_MS3BF,96590281.2094032,op_mode_129,70010639.4894673,83025.2375180038,no_failure
28096.8650771646,fault_code_8IKRX,137.210192685018,op_mode_127,-1188.99821840785,-0.158434357697072,no_failure
7404.86829444328,fault_code_IGEMC,58539439.6121453,op_mode_136,107865069.872896,-15682.3122521854,no_failure
-254.270232294951,fault_code_PE7EB,3994925.39411792,op_mode_112,-32600.6931005373,-2276.28875704508,no_failure
-2990.01939457541,fault_code_983JT,65385.7298200827,op_mode_137,-1561.68410985297,22939.8124853974,no_failure
33731736.4807923,fault_code_XG82M,573075.634196602,op_mode_51,-107587.814341234,-6387.1202122715,no_failure
-11625.1914782197,fault_code_TL8AF,-225.868347471976,op_mode_127,-25901.1242986815,11430.9120254846,no_failure
19628208.0880566,fault_code_NTWNT,-1164.61794420016,op_mode_130,-167297.470536311,41511935.5086355,no_failure
-1224.04088656184,fault_code_R3769,14626473.2254324,op_mode_112,465133822.747806,50.0802031037672,no_failure
80687.5265073826,fault_code_IRS6H,320516496.978613,op_mode_12,8660070.49515579,9416830.17049218,no_failure
40226650.9949887,fault_code_BHBTL,-229.969599841,op_mode_138,1292064.98976653,169352742.585671,no_failure
768.799843308384,fault_code_GGE73,-2.20686586668009,op_mode_130,-3414.71493005821,-11184.9117519975,no_failure
1255.27476897602,fault_code_3CEGM,4101303.02541212,op_mode_22,-594.381334278401,41551.0930326635,no_failure
-752.232683289706,fault_code_Y4S9L,-246.010196352069,op_mode_138,-8572.37749057846,-230.914704433787,no_failure
-2368.20311799021,fault_code_0DH3T,-3838.19583658446,op_mode_87,-19843.7926645421,108428.106229592,no_failure
-4746.74029975086,fault_code_K7YTW,-2219.75852836161,op_mode_3,-1192.18250792113,24633624.7541974,no_failure
54858.037720352,fault_code_OB5AD,-41559.5611707807,op_mode_131,353758515.377019,-5.11394669184732,no_failure
-13293.8530313616,fault_code_WW85G,-284763.311147256,op_mode_124,23873411.7024274,-6201.28363987518,no_failure
-10740.0738524697,fault_code_K051L,35410.8978526858,op_mode_133,21244940.2255971,60921146.2314553,no_failure
9701090.88195542,fault_code_FUMXE,-468.023030036409,op_mode_63,-16123.8019682155,-894.453085767669,no_failure
-837.523727700368,fault_code_QKYCE,6560.32432205193,op_mode_146,3095453.79828757,1311981.65460621,no_failure
105123.73447948,fault_code_M4LX7,172691.537706777,op_mode_129,215227.416017634,-3077.56701768882,no_failure
-10010.0009125122,fault_code_T26Q7,814.68090842891,op_mode_125,-14910.0188189656,410957.767115488,no_failure
-4920.04942976009,fault_code_K051L,553617.355972433,op_mode_59,6900793.38419798,-73.4664694634737,no_failure
79238255.8966482,fault_code_FXLZN,12764.040258679,op_mode_134,144184595.753861,1556995.73290029,no_failure
7092133.79922671,fault_code_EMS52,-44.9870514935677,op_mode_138,1371643.2230901,-5482.34789377018,no_failure
62671966.9003942,fault_code_BHBTL,-4475.7871189247,op_mode_71,191493357.511125,-1204.19233542827,no_failure
41331.2068809515,fault_code_EN7KO,-1979.01042722704,op_mode_136,107558545.607651,-666.109105388524,no_failure
-8528.75653713538,fault_code_WIHNS,43437.632661762,op_mode_130,-5220.21405369921,367258.651525458,no_failure
-185.658091750342,fault_code_HG24J,35953.8934220639,op_mode_138,-20755.745825645,-113.015958768876,no_failure
67151970.5483914,fault_code_GLFO9,-82177.8613890252,op_mode_37,-12507.5639473486,-1435.3531724847,no_failure
-4508.5449646427,fault_code_DHYCS,-23599.0707547947,op_mode_117,-23596.8769664265,797.845136769709,no_failure
-238.958634558723,fault_code_IJWWK,-39.7814203379972,op_mode_34,954486372.329666,-148.542955489577,no_failure
-729.943423127452,fault_code_AE7GF,-132.832678605601,op_mode_131,-62417.6150712857,-3651.6472724553,no_failure
1048190.97543434,fault_code_0GZ00,-386.092794362413,op_mode_78,11084882.535821,2865407.13169299,no_failure
1728141.66259037,fault_code_Y8TPP,-64641.0269602103,op_mode_7,-3500.28562303889,-47.8439673229418,no_failure
-730.462433800805,fault_code_QCZSY,14972.504664833,op_mode_140,3981.28562346172,-1.20073630964035,no_failure
1490226.20010325,fault_code_YS4R4,-690.388234172916,op_mode_143,-502.957969821192,4674.68347803806,no_failure
14923.6536392827,fault_code_GA3LA,902323.221251161,op_mode_60,-463253.045238679,-626.203674352034,no_failure
-34.9766717612101,fault_code_IMR52,3123.10287782455,op_mode_140,36126180.4583818,180520.720075958,no_failure
139404.495007628,fault_code_GA3LA,-272.77493009277,op_mode_24,-12789.9653411575,-1226.73977513879,no_failure
-7166.93634428017,fault_code_T26Q7,191268254.208265,op_mode_128,100631522.156821,-155.384685252751,no_failure
3289616.12983633,fault_code_T26Q7,-121142.857647889,op_mode_23,410319222.633782,-580.165708256953,no_failure
5834513.90842283,fault_code_SKWTZ,-7472.72793845258,op_mode_37,-93695.1119360059,830381.16825631,no_failure
-589.71314720799,fault_code_6QSG7,40873312.6537415,op_mode_129,17648367.1679548,81638736.0625308,no_failure
-289.930280555005,fault_code_8343F,-2338.7336106906,op_mode_143,3272156.43159384,-4859.4677393392,no_failure
-123.230518267125,fault_code_EFBJU,-153.671644927565,op_mode_45,-1123.06545587924,459896.877818017,no_failure
-902.553562346071,fault_code_A86VB,-108.543262011293,op_mode_139,52583408.8510567,-32.2861705005534,no_failure
-147.160099641827,fault_code_W7RUG,10571745.5180525,op_mode_129,9728150.9295867,4731321.91941966,no_failure
-277.58769309226,fault_code_WT2H5,-669.767812997338,op_mode_87,-110.161962647354,2670813.83184355,no_failure
-388.784503938886,fault_code_DHYCS,-0.295620706091879,op_mode_134,-6908.03691689141,54828451.0354413,no_failure
21670.5896312382,fault_code_PE7EB,-47055.2473913825,op_mode_136,-170859.561520126,-902.852781090158,no_failure
279043.782165025,fault_code_JK555,-23.2359935274413,op_mode_9,-12298.1448839802,-2032.4434376069,no_failure
4829572.73121929,fault_code_YS4R4,665097.895502825,op_mode_108,-524.521187678357,-0.0354056760030602,no_failure
29244951.4523343,fault_code_AE7GF,-126.487184761259,op_mode_66,2873907765.11446,-261.753875068876,no_failure
921593.262416465,fault_code_E5736,-1070.11919005169,op_mode_134,484582.020555898,420134.479255126,no_failure
32346.5060925889,fault_code_TYBUI,83205400.3600422,op_mode_142,1472405.04213106,35444.1610167222,no_failure
-180.400307532407,fault_code_V99M8,-190.603097296382,op_mode_135,-9229.97608594171,-31.5300235062486,no_failure
-129.157479016321,fault_code_UVLGM,16540778.2527615,op_mode_43,-1315.19420576607,-9632.28907701753,no_failure
45784.2041614488,fault_code_EMS52,-108.521045175033,op_mode_88,26357.7645493524,-0.919085882641373,no_failure
207392.410268176,fault_code_I2E13,1231.01152266773,op_mode_144,883459.320527239,-1130.22896601316,no_failure
-2257.28742839785,fault_code_8YCAY,-22.204648101039,op_mode_135,-5656.60715140201,-1694.76153121681,no_failure
1134457.29391041,fault_code_8YCAY,20303.0894337633,op_mode_115,-4263.26460100454,219880.344851132,no_failure
31530.5613953738,fault_code_FXLZN,-29.7009260658581,op_mode_128,91469402.6634777,-811.81693388653,no_failure
-6252.65552700319,fault_code_WQHCB,-830.834782798721,op_mode_125,-1446.78946565303,264980.686721898,no_failure
-2245.92333512461,fault_code_B1YJM,641412.991556627,op_mode_136,5022797.15835477,19017.4631072231,no_failure
-16220.5675871691,fault_code_WIHNS,56224203.8637329,op_mode_149,-8421.90305119387,992871653.896176,no_failure
44733412.976439,fault_code_YS4R4,-1.30978940157172,op_mode_128,-67433.5226887869,-193.544011872893,no_failure
-809.913830394488,fault_code_PS9QQ,-214.088945214957,op_mode_130,-453.786309331294,-0.0400992597159228,no_failure
10442418.3095322,fault_code_WIHNS,203564.9958657,op_mode_5,67893710.6060835,169039.030970102,no_failure
86638077.912923,fault_code_PE7EB,-281.456263317343,op_mode_112,5310598.95173437,31225.0881366114,no_failure
-9168.68326182525,fault_code_GGE73,2485.4109387676,op_mode_59,195458473.620043,352293.916421134,no_failure
25353611.9575498,fault_code_PNQBF,722321.528332327,op_mode_112,-4594.34430418586,18047.1013048696,no_failure
12245741.1316783,fault_code_4UZ8K,-15015.0533422926,op_mode_144,92819569.6003077,-7674.32847827091,no_failure
-3804.24284024246,fault_code_SK9V8,286276.388928244,op_mode_119,-10998.9722853073,1767822.97710379,no_failure
4221945.34395146,fault_code_9GXJC,-1843.23312858056,op_mode_128,20900950.818034,-2.00858992375727,no_failure
-1274.1061293689,fault_code_99HUK,1437721.63695074,op_mode_63,-3578.48872029692,-3.14657982249502,no_failure
-4985.02983100122,fault_code_DH0A2,174976.034281122,op_mode_43,193407514.519668,79297.1880501367,no_failure
1069810.87520893,fault_code_SKWTZ,4318111.22136092,op_mode_23,-1783.09744240686,-3.09508067119791,no_failure
-2571.46178194531,fault_code_9GXJC,540785.569552782,op_mode_71,5248868.74889144,-95.4268586882133,no_failure
3042516.3085601,fault_code_GZBWQ,-1323.60013656489,op_mode_120,-3423.09064003165,266390.397521409,no_failure
1407459.64020681,fault_code_ICSYY,-29.5486528751715,op_mode_7,1617092.84040082,-198.099098152264,no_failure
5949752.60946338,fault_code_C2IN2,598.419573477338,op_mode_45,-12129.4970906226,-4124.9064637848,no_failure
-7230.11895003014,fault_code_AE7GF,1905522.29005425,op_mode_17,-14739.1358955768,68477.4695032097,no_failure
420803.550064148,fault_code_C2IN2,42856.4487142383,op_mode_10,-177.346185329612,-0.817848618609515,no_failure
-311.13924831598,fault_code_YS4R4,-1354.22288185314,op_mode_135,-4130.92897120671,34764.0546681069,no_failure
201577.461803461,fault_code_SKWTZ,-45.9525567493841,op_mode_149,4514542.55355165,795283.63546818,no_failure
-151.305642849685,fault_code_HG24J,162976.409242027,op_mode_7,-91520.0346575044,14905364.9653312,no_failure
-152.214968818481,fault_code_SK9V8,-135.832238263807,op_mode_135,4966222.0362296,-252.281307122015,no_failure
258613.250136819,fault_code_FUMXE,41637813.1136873,op_mode_112,321366.178191939,27068.5694316447,no_failure
-1050.14758317128,fault_code_0GKQM,-3.35267832782247,op_mode_66,-8056.22818638434,-2131.14639385337,no_failure
217648.799546505,fault_code_S2MJR,8986569.60433217,op_mode_38,-10834.5237997073,177587.952108674,no_failure
-387.140091827705,fault_code_DHYCS,-5349.40455662868,op_mode_130,-193821.199921902,26298214.5607627,no_failure
134.255603016276,fault_code_QON2U,-226.898039505451,op_mode_116,953049.389699442,-0.0448205747608434,no_failure
-11256.5605900884,fault_code_6AIIC,3420645.96178456,op_mode_7,22351779.4157496,-1670.17118467917,no_failure
71190.7079011841,fault_code_HG24J,-4414.47464338379,op_mode_143,394879140.280197,-25.4059878307666,no_failure
-24.1895798159397,fault_code_K051L,-3.83973894375019,op_mode_59,-66.4369339621127,921782.781587229,no_failure
165240.954776002,fault_code_0P7B8,7888705.43001627,op_mode_80,97370500.8111806,-1.13031402178833,no_failure
15804754.9369931,fault_code_WIHNS,-10188.0321275537,op_mode_22,-467.231549008558,-4.40625939250364,no_failure
453379.377417223,fault_code_Y8TPP,-155937.668599088,op_mode_121,-5251.59983788181,-624.218188072972,no_failure
4680519.59034832,fault_code_57BMU,4360396.65350561,op_mode_5,80514035.661884,4335316.20032848,no_failure
42780874.7950173,fault_code_8343F,-44665.6477608222,op_mode_2,-34899.8833966917,55490.8200353218,no_failure
112617.74389975,fault_code_R3769,-361900.55234177,op_mode_23,-716588.60080056,-11474.1027799302,no_failure
776742.960200892,fault_code_YRPZX,2450098.01546016,op_mode_134,-74483.8785939006,-16952.6300748122,no_failure
23385794.1483278,fault_code_ACR9Z,624256.431156512,op_mode_9,-16127.4421470908,-1641.47317852735,no_failure
-581.33749941408,fault_code_BHBTL,1603548.18180303,op_mode_81,33327117.8138129,1164716.62953823,no_failure
1636511.46955661,fault_code_V99M8,23757779.6934992,op_mode_112,16632.7161896787,5.80036978711634,no_failure
264072.096925701,fault_code_UVLGM,190339.440294097,op_mode_92,825369475.173977,15557053.4514414,no_failure
-4145.65125033313,fault_code_T3W6Z,-1638.83223757746,op_mode_109,-1667.69838789548,302.344641553305,no_failure
-121.952000733539,fault_code_ACR9Z,-20.3488713215437,op_mode_108,12301.4160725197,-0.318724677421353,no_failure
29290311.5796766,fault_code_8343F,1519486948.29274,op_mode_7,-214735.779673588,1648107.86100513,no_failure
29958.7625531324,fault_code_4DRFB,4440787.83542337,op_mode_144,-2514.74267287239,-2.48351761660204,no_failure
-45.1816248368194,fault_code_WO2JK,-1.45194736952026,op_mode_142,61627507.4913999,-2421.45028559927,no_failure
66715458.4112048,fault_code_GBOKZ,1867933.3272154,op_mode_129,-7991.86752419384,97546.5936560007,no_failure
1085386.16788912,fault_code_XG82M,7348292.30076341,op_mode_110,-2122.98824374053,28.0432759671107,no_failure
-83.7324356781861,fault_code_PS9QQ,-23.6918535585267,op_mode_40,-39484.2286903566,-664.316769741167,no_failure
7703928.18089596,fault_code_ML7TA,2109253.04954273,op_mode_145,262450.657494961,125668.912874588,no_failure
6302.8372315905,fault_code_C2IN2,-13198.5748415516,op_mode_86,309559659.47614,-6198.12726528593,no_failure
-1201.92091879138,fault_code_9A40P,565.413087822888,op_mode_137,-632.807304565852,450240.555019395,no_failure
-876.568118304166,fault_code_XG82M,-3.56756767788335,op_mode_140,-2071.64012881031,-147.30174315845,no_failure
41887.0106188381,fault_code_FXLZN,-141.201817093197,op_mode_127,54598.39163121,3131.87648621129,no_failure
-3485.95825300533,fault_code_6G5T4,-456.683086958784,op_mode_10,970508.916947977,-1398.16506208101,no_failure
-159.36129203001,fault_code_6QSG7,644514.811887055,op_mode_71,30647072.4759171,35316.6471957718,no_failure
-435.18140424927,fault_code_83BTP,-1264.72159030325,op_mode_130,11493910.3718843,-0.637663177031194,no_failure
63306.2718988617,fault_code_JK555,54575.4645801119,op_mode_6,-9299.82157220247,26398975.3986953,no_failure
563154.338154423,fault_code_IM9EB,339971.183646152,op_mode_142,-3537.20535786753,-6.37021306972046,no_failure
47320.6579203418,fault_code_T26Q7,-21.8929079301895,op_mode_130,17462968.8630925,-190.81730108416,no_failure
-9474.76252026603,fault_code_GGE73,903.698352452631,op_mode_94,568831583.282111,545286.008706847,no_failure
-8484.81243986221,fault_code_K051L,237154.97625464,op_mode_15,1883600.77861294,-63.3223184484165,no_failure
9074866.06027643,fault_code_W7RUG,-416.45100563187,op_mode_140,-813.667962355982,5172.05069535924,no_failure
-5111.54051038787,fault_code_M4LX7,-765941.280292666,op_mode_53,130940739.736399,758414.141806278,no_failure
9941603.52956917,fault_code_YS4R4,-4152.90867533936,op_mode_120,1000421306.54431,-8486.77077879201,no_failure
-6428.94984542215,fault_code_IGEMC,-3858.05344459694,op_mode_131,59852090.7632488,-110.868982275893,no_failure
-359.82325405079,fault_code_YS4R4,-3132.06258086962,op_mode_140,2862429873.47388,495012.333351448,no_failure
544085.58212701,fault_code_DHYCS,-13.72388407918,op_mode_131,540834.918960562,-176.388835835189,no_failure
138352.553868401,fault_code_QQFPO,3681853288.5874,op_mode_48,-59838.143630053,-347.051531295114,no_failure
-1613.6211898034,fault_code_LBLIP,43596461.9170219,op_mode_125,176526.094049068,-0.00651871713934088,no_failure
-220.795621886381,fault_code_0PHGS,12082095.9137833,op_mode_15,5493906.27847982,-195.42937646953,no_failure
31580.0512395689,fault_code_IMR52,-28.586575445983,op_mode_140,-2188.81681929845,12251.119886177,no_failure
-2554.27583236298,fault_code_SK9V8,70934854.8201012,op_mode_108,1409628.83699554,-325.328724663451,no_failure
-8461.20013607982,fault_code_YI656,-173.146780146861,op_mode_112,-91234.3276383423,8803127.27317809,no_failure
639520.522644166,fault_code_FXLZN,-1764.78238440626,op_mode_103,-151.530279872029,2204.42697222728,no_failure
2609655.43610497,fault_code_SKWTZ,-363.951502296543,op_mode_143,1733326.42948423,-14.1485832107445,no_failure
26953.7081127169,fault_code_JK555,198244289.739899,op_mode_130,-48075.4622498343,-14.7053893297971,no_failure
562455.082539182,fault_code_UVLGM,-3159.77005431161,op_mode_144,8064265693.89792,-24398.924986732,no_failure
97986.6757243277,fault_code_ZYYVW,-56.5812410849267,op_mode_3,43879976.5513888,-100.394837318696,no_failure
-1204.47624505622,fault_code_YS1PE,-72.596243573438,op_mode_21,-777.40562627466,-528.244948548236,no_failure
-9017.63252223268,fault_code_WIHNS,-349.937989356595,op_mode_142,-45118.9032807629,-3455.03509388106,no_failure
7998.02434057588,fault_code_F8VAB,-9696.92929863674,op_mode_7,-135.081981280072,-0.552273564769097,no_failure
50693.0176798701,fault_code_0GZ00,1929.78679358556,op_mode_116,-1382.15948631698,7782.15674440421,no_failure
-2361.49795382483,fault_code_DUX69,-32.3722975646699,op_mode_34,-32470.2914567101,-213.917777637836,no_failure
-2877.53704426103,fault_code_60NRW,-472.149122743775,op_mode_132,49319563.2420846,323134.50006962,no_failure
3043229.51601387,fault_code_83BTP,-558.744801447663,op_mode_125,-9883.96914397798,-4359.02621643737,no_failure
18156.8806691779,fault_code_PNQBF,-1496.87969411414,op_mode_137,28729525.8262762,47615539.7206879,no_failure
16163.1864352975,fault_code_NTWNT,-76.7555843454795,op_mode_87,529198.076451573,8666.38673126263,no_failure
-2654.36149553514,fault_code_XG82M,-6.41052973930341,op_mode_136,73901.8429564657,16567166.7722877,no_failure
145502648.698192,fault_code_DHYCS,498.065379127927,op_mode_30,-14536.9270455388,-2704.82758022781,no_failure
-145.796756228117,fault_code_HBL5G,2257829.04125923,op_mode_137,-4082.85282018181,-0.578460293519558,no_failure
50957686.0868404,fault_code_M9CEG,-82.6751695963422,op_mode_132,-104.775605250285,-69.2672581287114,no_failure
-633.733676690602,fault_code_K7YTW,315467.012697156,op_mode_142,-31838.1501410625,23427398.5921916,no_failure
-7442.68081961285,fault_code_WIHNS,-728.56172175018,op_mode_128,-9497.03132262247,30105020.8218032,no_failure
-101.667953656197,fault_code_EN7KO,-4467.77894123572,op_mode_117,11163109.2590747,6362.93995622125,no_failure
-33.3313203009947,fault_code_FUMXE,-867.853066373975,op_mode_92,29534694.2917535,17693.918168351,no_failure
730422.027252111,fault_code_Y26RT,5905.15263013536,op_mode_24,-9127.2594591685,-114.732474304449,no_failure
-216.537645953521,fault_code_NYCLT,160530533.252172,op_mode_104,-82845.2216134295,-14667.9713689494,no_failure
1449919.49940884,fault_code_B1YJM,-486.930064452281,op_mode_38,-5773.22584227666,-243.16487990864,no_failure
9812617.41581883,fault_code_T26Q7,-1746.74367797916,op_mode_92,120414729.325004,-8457.24986937437,no_failure
35508110.9367514,fault_code_IM9EB,28497619.0264309,op_mode_7,-194826.736454748,-12402.2049895445,no_failure
21375686.2324793,fault_code_TYBUI,-223.532240680362,op_mode_109,-49735.363601624,-1383.65991617279,no_failure
80745934.507194,fault_code_GZBWQ,15114596.4211473,op_mode_132,-3995.29880325818,-954.449094522946,no_failure
659602.103614284,fault_code_GLFO9,-2311.8312218255,op_mode_106,100515466.758452,1989312.15402399,no_failure
3037.8949178072,fault_code_FUMXE,-1096.58014419722,op_mode_104,-4761.75754093403,-356.083546378963,no_failure
-4164.33747049963,fault_code_M9CEG,-223.451642275579,op_mode_135,-27909.3036923232,-261.477476626874,no_failure
-3912.30743863189,fault_code_AE7GF,180052.35415737,op_mode_130,-32.8633786173199,1586529.59938252,no_failure
10318975.8750525,fault_code_IGEMC,-102.330846781818,op_mode_118,54567581.7862494,1067742.28258743,no_failure
-1913.28547783961,fault_code_ZYYVW,110913953.284717,op_mode_144,-1953.43238337677,-362.51448962808,no_failure
-14442.4915459435,fault_code_T26Q7,-65.4998992604311,op_mode_46,35061787.6703839,-10643.3192150774,no_failure
-334.167574033677,fault_code_T46OI,3583994.8553933,op_mode_136,-33990.9262986085,-66.2513643149495,no_failure
-1232.09546190352,fault_code_8343F,-217.945312008335,op_mode_133,-118.954943871129,27.6521804456779,no_failure
302183.740505784,fault_code_SPTO1,-1737.75406265863,op_mode_19,30493919.571989,320870.554503828,no_failure
113723.767268086,fault_code_W7RUG,2424877.48034098,op_mode_131,90491.7782672808,-6.28325304607886,no_failure
-34.5105783866132,fault_code_4FMBT,281574.318350929,op_mode_140,-37540.4993423089,-1992.42957437701,no_failure
59853143.1063999,fault_code_MS3BF,-16156.6631174386,op_mode_24,13655331.1562819,484.130563629872,no_failure
720054.818304371,fault_code_GGE73,-3819.32890309173,op_mode_143,-12408.1336194571,-3765.79029407255,no_failure
-506.393531322522,fault_code_9A40P,6651.35066219265,op_mode_136,-35271.6503689863,9082514.89588213,no_failure
-160.272845401695,fault_code_ALV9F,-8670.74550405015,op_mode_77,316419687.928683,632.300164956382,no_failure
-4895.74042644304,fault_code_FXLZN,-4945.97128935028,op_mode_71,45566628.3214482,82.0575046789371,no_failure
-5249.73799822547,fault_code_5UHHM,533334.120240129,op_mode_1,-13245.2854275171,1137466.97426779,no_failure
-3700.03765446091,fault_code_GLFO9,200075.874952145,op_mode_66,-52144.2095844431,-1084.34445784074,no_failure
-4255.80109961407,fault_code_VQLDH,-335.461200106234,op_mode_51,-8046.78793101722,-418.928183660593,no_failure
-186.259201117566,fault_code_WZA1C,-564.760611301629,op_mode_124,-3276.95391096611,-4.25059008352202,no_failure
-458.018816421898,fault_code_T26Q7,-373.756001454992,op_mode_130,29586.3873195776,156272.950956132,no_failure
46136399.3110068,fault_code_MS3BF,-860.967993725441,op_mode_130,-4120.9414847194,-378.8930972966,no_failure
-40.6328563174745,fault_code_EN7KO,28881315.7023726,op_mode_23,273898.369583952,-5.53961443195345,no_failure
-984.134924691095,fault_code_IGEMC,263244.271235742,op_mode_37,9006982.1467355,-0.086505934775071,no_failure
-4006.14855439272,fault_code_GZBWQ,-57.0911777151032,op_mode_6,78113945.9402615,2255127.97906551,no_failure
-1358.20711791902,fault_code_TQKVB,30210.9109982678,op_mode_143,-38155.0527441011,11752.1319790791,no_failure
-149.393238464167,fault_code_YE3NK,20541.4161081373,op_mode_144,506247.697498894,11.9925574786392,no_failure
374621.426557158,fault_code_8343F,539162.335026917,op_mode_127,-8225.57174803309,2379257.77059982,no_failure
-334.586037671921,fault_code_WW85G,-547.274143850342,op_mode_128,1638311.27619741,5181609.59680574,no_failure
5892433.31038014,fault_code_0DH3T,159146320.455003,op_mode_130,23070556.3646831,33384.9814282202,no_failure
4467.66780762649,fault_code_HBL5G,-2562.3001584755,op_mode_136,11972633.3108963,-1.22681321680429,no_failure
-15719.8096021832,fault_code_PE7EB,1179.0303830427,op_mode_80,29817327.3594202,-5007.69807881182,no_failure
-924.185607895116,fault_code_QON2U,292639.908758189,op_mode_103,61636.722878942,-1.29724534576316,no_failure
77420342.2217452,fault_code_T46OI,529912586.10687,op_mode_100,-3781.76125916682,-72.6376667431746,no_failure
-3877.03646031315,fault_code_MS3BF,18561271.6413276,op_mode_10,-23106.3352552064,-64.5346137600502,no_failure
-1283.29316669399,fault_code_PS9QQ,-2195.85597093205,op_mode_89,-120311.405719041,-644.97689594432,no_failure
-1319.82550437415,fault_code_RBJH5,-157.028166034525,op_mode_140,-5928.16426190244,-1832.98945326206,no_failure
11272609.1515926,fault_code_983JT,112826.432289159,op_mode_12,-5358.02415026232,14213490.0390128,no_failure
148197.828053971,fault_code_WW85G,-18.0319628045496,op_mode_117,-243.696440322946,-0.0955344076984515,no_failure
-2045.96025919507,fault_code_YS4R4,-23.4422575208847,op_mode_144,-1854.14211390599,147.300457990782,no_failure
-1405.20299072243,fault_code_VQLDH,-17.6629174191249,op_mode_62,-1235.57823053297,11270669.1343986,no_failure
5893403.92327519,fault_code_W7RUG,-2643.14691453081,op_mode_136,1308958.75017304,1770.19378114966,no_failure
-5247.76500083721,fault_code_7XTYF,-16.1367433114401,op_mode_41,-18335.497612639,-1321.02748973413,no_failure
6469.72310511156,fault_code_ZYYVW,-1951.84285086863,op_mode_23,-704.628072167812,-0.908384877505155,no_failure
-18462.3758116166,fault_code_M4LX7,-1569.8892866474,op_mode_128,114121474.429997,1327900.50038102,no_failure
112375.708520868,fault_code_ML7TA,65503.8709426212,op_mode_109,33869267.2003384,-1380.8033136465,no_failure
-30.686774392294,fault_code_M4LX7,88734.6200022235,op_mode_10,1258309.20872709,-1263.84678137086,no_failure
3028169.26316331,fault_code_26HXZ,5276.47925908702,op_mode_140,3730001711.7742,-1155.87464026779,no_failure
1731951.13715486,fault_code_KYTY4,-82.4005905186351,op_mode_126,2194207.39807233,12346467.0609342,no_failure
-422.031007050542,fault_code_T3W6Z,167073.911173239,op_mode_3,-3925.86773535798,-2392.25603969693,no_failure
982956.240231252,fault_code_B1YJM,1385082.97817402,op_mode_136,6480381.98911026,-20180.4019733043,no_failure
-738.863047410806,fault_code_YS4R4,12467.3791490531,op_mode_34,-29395.9805750783,5892.67853306538,no_failure
-15515.1848538043,fault_code_WQHCB,-1205.04059352731,op_mode_108,-25696.5728617362,-321.826368861836,no_failure
-985.854120687225,fault_code_6QSG7,-325.596357171231,op_mode_2,-291.999851461409,-5.61507626774484,no_failure
-6924.42218732897,fault_code_R3769,192554.185192934,op_mode_136,-278.595194311879,-99.2383829027501,no_failure
-1287.85043401732,fault_code_6QSG7,-1974.11763192696,op_mode_66,-6153.39037399936,-107.538102540196,no_failure
64362854.4310104,fault_code_0GKQM,-4643.54105708864,op_mode_24,-7606.94653415424,46728886.0671238,no_failure
3657874.09093506,fault_code_BHBTL,-0.883822104955893,op_mode_138,-6192.34335363628,-3651.59807253441,no_failure
-320.028593972178,fault_code_EFBJU,40837.9721963551,op_mode_126,-5620.37331483273,-22193.1335095527,no_failure
907098.218503806,fault_code_ICSYY,36.4319485063329,op_mode_117,991629259.286992,30877806.6576492,no_failure
